row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,country,region,postal_code,sales,quantity,discount,profit
2716,CA-2014-127187,2014-12-04,2014-12-08,"Standard Class",CP-12085,TEC-PH-10000673,"United States",East,10024,129.98,2,NULL,62.39
2717,CA-2017-128475,2017-08-26,2017-09-01,"Standard Class",SC-20680,TEC-AC-10000158,"United States",South,31907,71.98,2,NULL,15.12
2718,CA-2014-100006,2014-09-07,2014-09-13,"Standard Class",DK-13375,TEC-PH-10002075,"United States",East,10024,377.97,3,NULL,109.61
2719,CA-2017-144827,2017-12-21,2017-12-27,"Standard Class",SE-20110,OFF-ST-10004340,"United States",West,92627,124.36,2,NULL,33.58
2720,CA-2014-110030,2014-12-06,2014-12-08,"Second Class",LF-17185,FUR-FU-10002759,"United States",Central,77095,23.98,3,0.6,-14.39
2721,CA-2014-121286,2014-11-04,2014-11-08,"Second Class",ON-18715,OFF-FA-10000585,"United States",South,27511,8.38,3,0.2,2.72
2722,CA-2014-121286,2014-11-04,2014-11-08,"Second Class",ON-18715,OFF-AP-10004859,"United States",South,27511,58.24,5,0.2,5.1
2723,CA-2016-164735,2016-04-14,2016-04-19,"Second Class",TB-21400,OFF-ST-10001558,"United States",South,22304,81.2,5,NULL,12.18
2724,CA-2014-153479,2014-10-04,2014-10-08,"Standard Class",DF-13135,OFF-LA-10004689,"United States",West,94591,14.45,5,NULL,6.79
2725,CA-2014-153479,2014-10-04,2014-10-08,"Standard Class",DF-13135,OFF-BI-10002867,"United States",West,94591,95.65,2,0.2,31.09
2726,CA-2017-149888,2017-11-07,2017-11-13,"Standard Class",EP-13915,TEC-PH-10003811,"United States",East,19120,359.97,5,0.4,-71.99
2727,CA-2017-149888,2017-11-07,2017-11-13,"Standard Class",EP-13915,FUR-TA-10000849,"United States",East,19120,350.35,4,0.4,-140.14
2728,CA-2017-119193,2017-12-22,2017-12-24,"First Class",SK-19990,OFF-BI-10000848,"United States",East,43615,1.64,1,0.7,-1.31
2729,CA-2017-119193,2017-12-22,2017-12-24,"First Class",SK-19990,TEC-PH-10003072,"United States",East,43615,629.96,7,0.4,94.49
2730,CA-2017-104801,2017-02-13,2017-02-19,"Standard Class",FH-14350,OFF-AR-10001547,"United States",West,98105,6.63,3,NULL,1.79
2731,CA-2017-104801,2017-02-13,2017-02-19,"Standard Class",FH-14350,TEC-AC-10001838,"United States",West,98105,799.96,4,NULL,343.98
2732,CA-2017-104801,2017-02-13,2017-02-19,"Standard Class",FH-14350,FUR-FU-10004017,"United States",West,98105,107.53,1,NULL,21.51
2733,CA-2014-107594,2014-07-02,2014-07-06,"Standard Class",EH-13945,TEC-PH-10002923,"United States",East,7060,73.98,2,NULL,19.97
2734,CA-2014-107594,2014-07-02,2014-07-06,"Standard Class",EH-13945,OFF-AR-10000716,"United States",East,7060,5.58,1,NULL,2.18
2735,CA-2015-129770,2015-02-21,2015-02-23,"Second Class",JE-15715,OFF-PA-10000249,"United States",West,88001,49.12,4,NULL,23.09
2736,CA-2015-115798,2015-11-13,2015-11-19,"Standard Class",KL-16645,TEC-PH-10003691,"United States",East,19711,377.97,3,NULL,94.49
2737,CA-2015-115798,2015-11-13,2015-11-19,"Standard Class",KL-16645,OFF-PA-10001560,"United States",East,19711,42.28,7,NULL,19.87
2738,CA-2015-115798,2015-11-13,2015-11-19,"Standard Class",KL-16645,FUR-BO-10004467,"United States",East,19711,299.97,3,NULL,56.99
2739,CA-2015-115798,2015-11-13,2015-11-19,"Standard Class",KL-16645,TEC-PH-10001819,"United States",East,19711,89.98,2,NULL,43.19
2740,CA-2017-122707,2017-04-16,2017-04-18,"First Class",EB-13750,OFF-SU-10000157,"United States",South,35244,477.24,4,NULL,9.54
2741,CA-2017-122707,2017-04-16,2017-04-18,"First Class",EB-13750,TEC-AC-10004227,"United States",South,35244,25.98,2,NULL,1.56
2742,CA-2016-165015,2016-02-25,2016-02-27,"Second Class",BD-11725,OFF-EN-10003134,"United States",East,43055,46.72,5,0.2,17.52
2743,CA-2014-149244,2014-11-04,2014-11-08,"Standard Class",MS-17530,FUR-FU-10004671,"United States",West,92037,35.34,2,NULL,13.43
2744,CA-2015-140144,2015-06-20,2015-06-25,"Second Class",SC-20770,FUR-FU-10002253,"United States",West,94122,257.64,6,NULL,100.48
2745,CA-2015-140144,2015-06-20,2015-06-25,"Second Class",SC-20770,TEC-PH-10002726,"United States",West,94122,125.98,3,0.2,47.24
2746,CA-2017-163321,2017-08-07,2017-08-11,"Second Class",FM-14380,TEC-AC-10004571,"United States",South,28540,79.99,1,0.2,22
2747,CA-2014-155887,2014-05-12,2014-05-17,"Standard Class",KT-16480,FUR-TA-10002228,"United States",East,2038,700.06,3,0.3,-130.01
2748,US-2015-165449,2015-11-22,2015-11-26,"Standard Class",AP-10720,TEC-AC-10004127,"United States",Central,75034,27.17,4,0.2,-1.36
2749,CA-2015-110247,2015-12-04,2015-12-08,"Standard Class",RH-19555,OFF-BI-10001553,"United States",South,32303,8.23,3,0.7,-6.03
2750,US-2014-141257,2014-06-08,2014-06-14,"Standard Class",CS-11950,FUR-CH-10002758,"United States",West,98115,585.55,3,0.2,73.19
2751,CA-2014-154669,2014-08-08,2014-08-11,"Second Class",TM-21010,OFF-ST-10000532,"United States",West,95687,423.28,11,NULL,110.05
2752,CA-2014-158029,2014-05-26,2014-05-30,"Standard Class",HF-14995,FUR-CH-10000988,"United States",West,90008,225.3,2,0.2,22.53
2753,CA-2015-155306,2015-04-17,2015-04-21,"Standard Class",GA-14515,OFF-AR-10003251,"United States",West,94122,5.56,2,NULL,2.22
2754,CA-2015-155306,2015-04-17,2015-04-21,"Standard Class",GA-14515,TEC-AC-10003174,"United States",West,94122,323.37,3,NULL,129.35
2755,CA-2015-155306,2015-04-17,2015-04-21,"Standard Class",GA-14515,TEC-PH-10002310,"United States",West,94122,783.96,5,0.2,68.6
2756,CA-2015-155306,2015-04-17,2015-04-21,"Standard Class",GA-14515,OFF-AP-10002651,"United States",West,94122,1447.65,5,NULL,419.82
2757,CA-2015-155306,2015-04-17,2015-04-21,"Standard Class",GA-14515,OFF-PA-10001184,"United States",West,94122,11.96,2,NULL,5.86
2758,CA-2016-127775,2016-06-11,2016-06-13,"Second Class",ES-14020,TEC-AC-10002402,"United States",East,10035,239.97,3,NULL,71.99
2759,CA-2016-146171,2016-03-11,2016-03-15,"Standard Class",JP-16135,FUR-FU-10004270,"United States",South,31907,76.92,4,NULL,31.54
2760,CA-2016-146171,2016-03-11,2016-03-15,"Standard Class",JP-16135,OFF-ST-10001526,"United States",South,31907,481.32,4,NULL,125.14
2761,CA-2014-129574,2014-05-26,2014-05-29,"First Class",Dp-13240,OFF-PA-10002893,"United States",West,84107,48.4,5,NULL,23.23
2762,CA-2017-126536,2017-10-12,2017-10-14,"First Class",NK-18490,TEC-AC-10003709,"United States",West,94110,0.99,1,NULL,0.44
2763,CA-2017-126536,2017-10-12,2017-10-14,"First Class",NK-18490,OFF-BI-10001191,"United States",West,94110,101.84,5,0.2,36.92
2764,CA-2017-165757,2017-06-22,2017-06-28,"Standard Class",PL-18925,OFF-BI-10003166,"United States",East,19140,10.33,3,0.7,-7.58
2765,CA-2017-165757,2017-06-22,2017-06-28,"Standard Class",PL-18925,OFF-BI-10003982,"United States",East,19140,31.16,5,0.7,-23.89
2766,CA-2017-165757,2017-06-22,2017-06-28,"Standard Class",PL-18925,OFF-ST-10004835,"United States",East,19140,8.93,2,0.2,0.67
2767,CA-2017-167752,2017-01-15,2017-01-18,"First Class",RW-19690,OFF-AP-10000159,"United States",East,19134,34.38,1,0.2,3.87
2768,CA-2017-167752,2017-01-15,2017-01-18,"First Class",RW-19690,OFF-AP-10002945,"United States",East,19134,1924.16,8,0.2,312.68
2769,US-2015-122140,2015-04-02,2015-04-07,"Standard Class",MO-17950,OFF-AP-10001242,"United States",Central,75220,32.19,2,0.8,-80.48
2770,US-2015-122140,2015-04-02,2015-04-07,"Standard Class",MO-17950,TEC-AC-10003038,"United States",Central,75220,50.12,7,0.2,-0.63
2771,US-2015-122140,2015-04-02,2015-04-07,"Standard Class",MO-17950,TEC-AC-10003289,"United States",Central,75220,47.98,3,0.2,1.8
2772,CA-2016-163986,2016-09-03,2016-09-10,"Standard Class",JJ-15445,OFF-ST-10000918,"United States",Central,53186,54.5,5,NULL,14.17
2773,CA-2017-158967,2017-12-10,2017-12-12,"First Class",BT-11680,FUR-FU-10001940,"United States",South,33311,19.1,3,0.2,5.73
2774,CA-2016-131576,2016-11-22,2016-11-26,"Standard Class",RD-19585,OFF-BI-10002852,"United States",Central,48205,49.44,3,NULL,24.23
2775,CA-2017-143455,2017-11-11,2017-11-18,"Standard Class",ML-17755,OFF-PA-10004451,"United States",East,45503,10.37,2,0.2,3.63
2777,CA-2015-127019,2015-12-21,2015-12-25,"Standard Class",ER-13855,OFF-AP-10003971,"United States",West,80906,60.98,7,0.2,4.57
2778,CA-2015-138534,2015-07-17,2015-07-19,"Second Class",JM-15535,FUR-BO-10003159,"United States",West,93309,195.47,2,0.15,-13.8
2779,CA-2017-108322,2017-04-30,2017-05-05,"Standard Class",SS-20140,FUR-FU-10001935,"United States",South,33068,23.68,8,0.2,6.22
2780,CA-2017-108322,2017-04-30,2017-05-05,"Standard Class",SS-20140,TEC-AC-10003433,"United States",South,33068,2.38,3,0.2,0.74
2781,CA-2017-167668,2017-05-06,2017-05-08,"First Class",TC-21295,OFF-LA-10004544,"United States",East,10035,59.2,4,NULL,29.6
2782,CA-2017-146724,2017-11-20,2017-11-27,"Standard Class",HG-15025,OFF-AR-10001026,"United States",Central,55044,22,10,NULL,9.68
2783,CA-2016-139878,2016-11-11,2016-11-16,"Standard Class",LD-17005,TEC-PH-10001336,"United States",Central,48234,257.98,2,NULL,74.81
2784,US-2016-106677,2016-11-05,2016-11-10,"Standard Class",AS-10285,TEC-PH-10003187,"United States",East,19134,23.99,2,0.4,-15.99
2785,CA-2016-116974,2016-10-09,2016-10-15,"Standard Class",MP-17965,TEC-PH-10004897,"United States",East,45373,23.98,4,0.4,-15.58
2786,CA-2015-149972,2015-09-21,2015-09-23,"First Class",CD-12790,FUR-CH-10004997,"United States",West,90036,601.54,4,0.2,NULL
2787,CA-2015-149972,2015-09-21,2015-09-23,"First Class",CD-12790,OFF-FA-10002763,"United States",West,90036,7.9,2,NULL,2.53
2788,US-2014-117744,2014-12-02,2014-12-06,"Standard Class",MD-17860,FUR-FU-10001588,"United States",Central,78415,58.36,5,0.6,-24.8
2789,US-2014-117744,2014-12-02,2014-12-06,"Standard Class",MD-17860,OFF-AR-10000940,"United States",Central,78415,16.46,7,0.2,1.44
2790,US-2014-117744,2014-12-02,2014-12-06,"Standard Class",MD-17860,FUR-FU-10002759,"United States",Central,78415,39.96,5,0.6,-23.98
2791,CA-2014-125514,2014-09-21,2014-09-22,"First Class",BM-11650,OFF-AP-10000358,"United States",Central,68104,25.96,2,NULL,7.53
2792,CA-2014-125514,2014-09-21,2014-09-22,"First Class",BM-11650,OFF-AP-10003281,"United States",Central,68104,36.27,3,NULL,10.88
2793,CA-2014-125514,2014-09-21,2014-09-22,"First Class",BM-11650,OFF-PA-10000029,"United States",Central,68104,6.48,1,NULL,3.11
2794,CA-2014-154599,2014-04-12,2014-04-17,"Standard Class",KN-16450,TEC-PH-10001557,"United States",West,90278,1075.09,14,0.2,94.07
2795,CA-2014-154599,2014-04-12,2014-04-17,"Standard Class",KN-16450,TEC-PH-10000576,"United States",West,90278,438.37,4,0.2,38.36
2796,CA-2014-154599,2014-04-12,2014-04-17,"Standard Class",KN-16450,OFF-BI-10002764,"United States",West,90278,18.09,7,0.2,6.56
2797,CA-2014-154599,2014-04-12,2014-04-17,"Standard Class",KN-16450,FUR-BO-10001337,"United States",West,90278,308.5,3,0.15,-18.15
2798,CA-2017-158743,2017-10-20,2017-10-27,"Standard Class",IG-15085,OFF-AR-10002257,"United States",South,72209,13.36,4,NULL,4.14
2799,CA-2017-158743,2017-10-20,2017-10-27,"Standard Class",IG-15085,OFF-PA-10001019,"United States",South,72209,39.96,2,NULL,18.78
2800,CA-2017-158743,2017-10-20,2017-10-27,"Standard Class",IG-15085,OFF-BI-10003364,"United States",South,72209,145.85,5,NULL,70.01
2801,CA-2016-153318,2016-10-25,2016-10-28,"First Class",JS-15595,TEC-PH-10000984,"United States",South,33180,783.96,5,0.2,78.4
2802,US-2015-110163,2015-11-01,2015-11-04,"First Class",GA-14725,OFF-AR-10001683,"United States",West,97301,7.88,1,0.2,1.77
2803,CA-2017-143329,2017-11-03,2017-11-08,"Standard Class",DL-13330,FUR-FU-10000629,"United States",West,88001,41.37,3,NULL,17.38
2804,CA-2015-159380,2015-05-12,2015-05-16,"Standard Class",CS-12505,OFF-PA-10003893,"United States",West,94122,12.84,3,NULL,5.78
2805,CA-2015-159380,2015-05-12,2015-05-16,"Standard Class",CS-12505,OFF-PA-10004239,"United States",West,94122,25.68,6,NULL,11.56
2806,CA-2015-122623,2015-09-07,2015-09-11,"Standard Class",CC-12145,FUR-CH-10000553,"United States",Central,79907,47.52,2,0.3,-2.04
2807,CA-2015-148635,2015-07-25,2015-07-27,"Second Class",MH-18025,OFF-FA-10004395,"United States",West,98115,9.42,2,NULL,0.47
2808,CA-2015-148635,2015-07-25,2015-07-27,"Second Class",MH-18025,OFF-PA-10004782,"United States",West,98115,12.96,2,NULL,6.22
2809,CA-2015-148635,2015-07-25,2015-07-27,"Second Class",MH-18025,FUR-BO-10002213,"United States",West,98115,704.9,5,NULL,56.39
2810,CA-2015-148635,2015-07-25,2015-07-27,"Second Class",MH-18025,FUR-CH-10001854,"United States",West,98115,561.57,2,0.2,28.08
2811,CA-2015-135685,2015-11-16,2015-11-18,"Second Class",MP-18175,OFF-PA-10000157,"United States",Central,53209,179.82,9,NULL,84.52
2812,CA-2015-135685,2015-11-16,2015-11-18,"Second Class",MP-18175,FUR-FU-10001185,"United States",Central,53209,185.58,6,NULL,76.09
2813,CA-2015-135685,2015-11-16,2015-11-18,"Second Class",MP-18175,FUR-TA-10001520,"United States",Central,53209,214.11,3,NULL,36.4
2814,CA-2015-135685,2015-11-16,2015-11-18,"Second Class",MP-18175,TEC-AC-10004145,"United States",Central,53209,999.96,4,NULL,229.99
2815,CA-2015-135685,2015-11-16,2015-11-18,"Second Class",MP-18175,FUR-TA-10000688,"United States",Central,53209,653.55,3,NULL,111.1
2816,CA-2015-104626,2015-09-01,2015-09-08,"Standard Class",DR-12940,OFF-BI-10001510,"United States",East,2038,114.6,5,NULL,51.57
2817,CA-2015-104626,2015-09-01,2015-09-08,"Standard Class",DR-12940,FUR-CH-10003817,"United States",East,2038,60.74,1,NULL,15.18
2818,CA-2015-104626,2015-09-01,2015-09-08,"Standard Class",DR-12940,FUR-FU-10000308,"United States",East,2038,124.36,2,NULL,27.36
2819,CA-2015-104626,2015-09-01,2015-09-08,"Standard Class",DR-12940,OFF-ST-10003208,"United States",East,2038,1088.76,6,NULL,315.74
2820,CA-2016-160500,2016-05-05,2016-05-08,"First Class",DM-13015,OFF-BI-10003784,"United States",West,92024,6.72,5,0.2,2.35
2821,CA-2016-160500,2016-05-05,2016-05-08,"First Class",DM-13015,FUR-TA-10003748,"United States",West,92024,298.78,3,0.2,7.47
2822,CA-2017-100202,2016-12-31,2017-01-05,"Standard Class",BD-11620,TEC-PH-10002563,"United States",West,92804,302.38,3,0.2,22.68
2823,CA-2017-131016,2017-09-18,2017-09-20,"First Class",DC-12850,OFF-AR-10000122,"United States",Central,76017,8.93,2,0.2,0.56
2824,CA-2017-131016,2017-09-18,2017-09-20,"First Class",DC-12850,OFF-ST-10000352,"United States",Central,76017,47.58,2,0.2,-2.97
2825,US-2014-112914,2014-09-25,2014-09-30,"Standard Class",MT-18070,OFF-PA-10003270,"United States",Central,77041,33.79,8,0.2,10.56
2826,US-2014-112914,2014-09-25,2014-09-30,"Standard Class",MT-18070,FUR-BO-10003272,"United States",Central,77041,300.53,2,0.32,-97.23
2827,US-2014-112914,2014-09-25,2014-09-30,"Standard Class",MT-18070,OFF-BI-10002982,"United States",Central,77041,2.72,2,0.8,-4.36
2828,US-2014-112914,2014-09-25,2014-09-30,"Standard Class",MT-18070,OFF-EN-10001509,"United States",Central,77041,3.26,2,0.2,1.1
2829,CA-2016-124149,2016-04-23,2016-04-26,"First Class",MJ-17740,OFF-PA-10002421,"United States",East,43130,108.34,6,0.2,37.92
2830,CA-2016-124149,2016-04-23,2016-04-26,"First Class",MJ-17740,OFF-ST-10000760,"United States",East,43130,55.92,5,0.2,6.29
2831,CA-2016-124149,2016-04-23,2016-04-26,"First Class",MJ-17740,OFF-PA-10002923,"United States",East,43130,78.3,2,0.2,29.36
2832,CA-2014-148915,2014-11-01,2014-11-05,"Standard Class",ND-18370,OFF-ST-10001128,"United States",West,97206,443.92,5,0.2,-94.33
2833,CA-2014-148915,2014-11-01,2014-11-05,"Standard Class",ND-18370,TEC-PH-10000673,"United States",West,97206,155.98,3,0.2,54.59
2834,CA-2017-134649,2017-01-26,2017-01-31,"Second Class",CA-11965,OFF-AR-10001547,"United States",South,35244,15.47,7,NULL,4.18
2835,CA-2017-134649,2017-01-26,2017-01-31,"Second Class",CA-11965,OFF-BI-10001890,"United States",South,35244,7.16,2,NULL,3.44
2836,CA-2017-110842,2017-11-11,2017-11-16,"Standard Class",GA-14725,OFF-AP-10003971,"United States",West,90036,10.89,1,NULL,2.83
2837,CA-2017-110842,2017-11-11,2017-11-16,"Standard Class",GA-14725,OFF-PA-10000520,"United States",West,90036,19.44,3,NULL,9.33
2838,CA-2017-110842,2017-11-11,2017-11-16,"Standard Class",GA-14725,OFF-BI-10000977,"United States",West,90036,121.6,5,0.2,39.52
2839,CA-2016-147368,2016-06-09,2016-06-12,"First Class",TC-21295,TEC-MA-10002178,"United States",South,32303,695.7,2,0.5,-27.83
2840,US-2015-104185,2015-09-03,2015-09-08,"Second Class",JB-15400,OFF-ST-10001526,"United States",East,10009,120.33,1,NULL,31.29
2841,US-2014-125521,2014-03-14,2014-03-19,"Standard Class",CK-12325,FUR-CH-10003379,"United States",South,23320,1139.92,4,NULL,284.98
2842,US-2017-135062,2017-08-31,2017-09-04,"Second Class",RL-19615,OFF-PA-10000100,"United States",South,28314,229.54,7,0.2,83.21
2843,CA-2017-135650,2017-03-23,2017-03-27,"Standard Class",AC-10660,OFF-ST-10001809,"United States",Central,77340,143.73,2,0.2,-32.34
2844,CA-2017-112865,2017-05-18,2017-05-22,"Standard Class",BH-11710,TEC-AC-10000387,"United States",East,19140,36.05,3,0.2,-0.9
2845,US-2016-162852,2016-12-27,2016-12-31,"Standard Class",BG-11695,FUR-CH-10004853,"United States",Central,60098,845.49,8,0.3,-12.08
2846,CA-2017-138163,2017-11-17,2017-11-20,"First Class",XP-21865,OFF-AR-10001958,"United States",East,2149,50.94,3,NULL,14.26
2847,CA-2017-152093,2017-09-10,2017-09-15,"Standard Class",SN-20560,OFF-BI-10003527,"United States",Central,60653,762.59,3,0.8,-1143.89
2848,CA-2017-157854,2017-04-08,2017-04-15,"Standard Class",DM-13345,FUR-FU-10003832,"United States",South,30076,56.28,6,NULL,15.76
2849,CA-2017-157854,2017-04-08,2017-04-15,"Standard Class",DM-13345,OFF-BI-10001359,"United States",South,30076,2690.97,3,NULL,1264.76
2850,CA-2016-123617,2016-11-28,2016-12-03,"Standard Class",AJ-10780,OFF-BI-10002976,"United States",South,32137,7.43,6,0.7,-5.7
2851,US-2016-128293,2016-06-02,2016-06-05,"First Class",KC-16255,OFF-ST-10000736,"United States",East,19120,64.78,1,0.2,-12.96
2853,CA-2016-136371,2016-03-19,2016-03-21,"Second Class",SV-20935,FUR-FU-10000409,"United States",East,11572,14.98,1,NULL,6.89
2854,CA-2016-136371,2016-03-19,2016-03-21,"Second Class",SV-20935,FUR-FU-10000221,"United States",East,11572,20.32,4,NULL,6.91
2855,CA-2017-137344,2017-08-20,2017-08-20,"Same Day",EM-13810,OFF-ST-10000344,"United States",East,2038,40.29,3,NULL,10.48
2856,CA-2017-169810,2017-07-25,2017-07-31,"Standard Class",RB-19360,OFF-LA-10003663,"United States",Central,57103,20.23,7,NULL,9.51
2857,CA-2016-128594,2016-08-26,2016-08-29,"First Class",DJ-13510,FUR-CH-10001215,"United States",West,92037,1603.14,4,0.2,100.2
2858,CA-2016-154690,2016-08-15,2016-08-17,"Second Class",CC-12370,FUR-CH-10000988,"United States",South,28314,225.3,2,0.2,22.53
2859,CA-2017-138975,2017-05-19,2017-05-23,"Standard Class",SC-20380,TEC-AC-10003441,"United States",South,30318,67.8,4,NULL,4.07
2860,CA-2017-138975,2017-05-19,2017-05-23,"Standard Class",SC-20380,TEC-PH-10004389,"United States",South,30318,377.97,3,NULL,98.27
2861,CA-2017-138975,2017-05-19,2017-05-23,"Standard Class",SC-20380,FUR-BO-10004695,"United States",South,30318,1628.82,9,NULL,374.63
2862,CA-2017-138975,2017-05-19,2017-05-23,"Standard Class",SC-20380,OFF-PA-10000100,"United States",South,30318,286.93,7,NULL,140.6
2863,CA-2017-106537,2017-08-12,2017-08-17,"Standard Class",RH-19495,OFF-PA-10000223,"United States",South,32839,20.74,4,0.2,7.26
2864,US-2017-103828,2017-08-13,2017-08-13,"Same Day",JK-15370,OFF-ST-10001325,"United States",West,94122,31.44,3,NULL,8.49
2865,US-2017-103828,2017-08-13,2017-08-13,"Same Day",JK-15370,OFF-AP-10004249,"United States",West,94122,83.79,7,NULL,22.62
2866,US-2017-103828,2017-08-13,2017-08-13,"Same Day",JK-15370,OFF-AR-10000588,"United States",West,94122,59.52,3,NULL,15.48
2867,US-2017-103828,2017-08-13,2017-08-13,"Same Day",JK-15370,OFF-SU-10000946,"United States",West,94122,31.92,4,NULL,9.26
2868,CA-2016-115588,2016-11-10,2016-11-12,"Second Class",AF-10885,OFF-SU-10001225,"United States",East,43615,14.72,5,0.2,-3.31
2869,CA-2016-115588,2016-11-10,2016-11-12,"Second Class",AF-10885,OFF-ST-10001558,"United States",East,43615,38.98,3,0.2,-2.44
2870,CA-2017-143861,2017-06-12,2017-06-19,"Standard Class",LC-16885,FUR-FU-10001546,"United States",South,33710,17.09,2,0.2,1.07
2871,CA-2014-148040,2014-03-22,2014-03-26,"Standard Class",BF-11275,OFF-PA-10002581,"United States",West,85705,74.35,3,0.2,23.24
2872,CA-2014-148040,2014-03-22,2014-03-26,"Standard Class",BF-11275,FUR-CH-10001482,"United States",West,85705,314.35,3,0.2,-35.36
2873,CA-2017-135167,2017-06-15,2017-06-20,"Standard Class",SC-20800,OFF-AR-10002399,"United States",West,90036,4.26,1,NULL,1.75
2874,CA-2017-137022,2017-11-16,2017-11-22,"Standard Class",SW-20275,OFF-ST-10001963,"United States",West,92105,811.28,8,NULL,24.34
2875,US-2017-102638,2017-12-29,2017-12-31,"First Class",MC-17845,OFF-FA-10002988,"United States",East,10035,6.03,3,NULL,2.95
2876,US-2016-167339,2016-01-21,2016-01-23,"Second Class",TD-20995,FUR-CH-10004289,"United States",West,92037,153.57,2,0.2,-5.76
2877,US-2016-167339,2016-01-21,2016-01-23,"Second Class",TD-20995,FUR-CH-10000785,"United States",West,92037,1013.49,7,0.2,76.01
2878,CA-2016-152072,2016-01-15,2016-01-19,"Standard Class",Dp-13240,OFF-EN-10003040,"United States",East,7090,52.34,2,NULL,24.6
2879,CA-2016-152072,2016-01-15,2016-01-19,"Standard Class",Dp-13240,OFF-AR-10001573,"United States",East,7090,4.66,2,NULL,1.35
2880,CA-2016-152072,2016-01-15,2016-01-19,"Standard Class",Dp-13240,TEC-AC-10000844,"United States",East,7090,254.97,3,NULL,91.79
2881,CA-2016-102932,2016-09-19,2016-09-23,"Second Class",SD-20485,OFF-BI-10000756,"United States",East,7050,25.44,6,NULL,12.72
2882,CA-2016-102932,2016-09-19,2016-09-23,"Second Class",SD-20485,OFF-SU-10000381,"United States",East,7050,27.93,3,NULL,8.1
2883,CA-2014-165540,2014-02-21,2014-02-25,"Standard Class",TM-21010,OFF-BI-10004094,"United States",Central,60098,8.85,5,0.8,-13.72
2884,CA-2016-130799,2016-11-11,2016-11-16,"Second Class",BK-11260,FUR-FU-10001852,"United States",West,94110,6.96,4,NULL,2.23
2885,CA-2016-164483,2016-01-30,2016-02-03,"Standard Class",JF-15490,OFF-BI-10000014,"United States",West,94122,17.46,2,0.2,5.89
2886,US-2016-159856,2016-10-18,2016-10-22,"Standard Class",EP-13915,FUR-CH-10003396,"United States",West,85281,307.92,5,0.2,-34.64
2887,CA-2017-102099,2017-12-18,2017-12-19,"First Class",EP-13915,OFF-AR-10003811,"United States",West,90008,6.63,3,NULL,1.79
2888,CA-2017-102099,2017-12-18,2017-12-19,"First Class",EP-13915,OFF-PA-10003172,"United States",West,90008,12.96,2,NULL,6.22
2889,CA-2017-102099,2017-12-18,2017-12-19,"First Class",EP-13915,OFF-PA-10000289,"United States",West,90008,32.4,5,NULL,15.55
2890,CA-2017-164049,2017-11-02,2017-11-06,"Standard Class",KH-16630,OFF-PA-10000791,"United States",West,98105,23.85,5,NULL,10.73
2891,CA-2014-142727,2014-04-29,2014-05-01,"Second Class",HG-14845,FUR-CH-10002304,"United States",South,70601,51.96,2,NULL,12.99
2892,CA-2014-142727,2014-04-29,2014-05-01,"Second Class",HG-14845,OFF-BI-10000136,"United States",South,70601,17.94,3,NULL,8.61
2893,CA-2017-139913,2017-10-23,2017-10-29,"Standard Class",JC-16105,OFF-PA-10003739,"United States",East,14609,11.56,2,NULL,5.66
2894,CA-2017-139913,2017-10-23,2017-10-29,"Standard Class",JC-16105,OFF-PA-10002479,"United States",East,14609,26.4,5,NULL,11.88
2895,CA-2017-139913,2017-10-23,2017-10-29,"Standard Class",JC-16105,FUR-FU-10000771,"United States",East,14609,69.08,11,NULL,29.01
2896,CA-2017-139913,2017-10-23,2017-10-29,"Standard Class",JC-16105,TEC-PH-10001552,"United States",East,14609,35.88,3,NULL,10.05
2897,CA-2014-169033,2014-03-30,2014-04-03,"Standard Class",KM-16720,OFF-AR-10001915,"United States",East,11561,49.65,5,NULL,20.85
2898,US-2016-164630,2016-01-04,2016-01-09,"Standard Class",EB-13975,TEC-CO-10000971,"United States",South,28205,959.97,4,0.2,120
2899,US-2015-114839,2015-04-26,2015-04-30,"Standard Class",PW-19240,FUR-CH-10004086,"United States",Central,77036,408.42,2,0.3,-5.83
2900,CA-2015-166464,2015-09-12,2015-09-17,"Standard Class",PG-18895,TEC-CO-10000971,"United States",East,10035,479.98,2,0.2,60
2901,CA-2015-166464,2015-09-12,2015-09-17,"Standard Class",PG-18895,OFF-LA-10001317,"United States",East,10035,12.6,4,NULL,6.05
2902,CA-2017-124898,2017-09-11,2017-09-15,"Standard Class",DB-12910,OFF-PA-10003656,"United States",South,31907,184.66,7,NULL,84.94
2903,CA-2016-164035,2016-06-12,2016-06-17,"Standard Class",CR-12730,OFF-PA-10002160,"United States",Central,60610,23.12,5,0.2,8.38
2904,CA-2016-153577,2016-06-27,2016-07-01,"Standard Class",KH-16330,OFF-PA-10000575,"United States",Central,60035,37.46,7,0.2,12.18
2905,CA-2016-153577,2016-06-27,2016-07-01,"Standard Class",KH-16330,FUR-CH-10003981,"United States",Central,60035,539.66,3,0.3,-7.71
2906,CA-2014-127586,2014-09-26,2014-09-30,"Standard Class",CS-12400,OFF-ST-10002615,"United States",West,98115,310.12,2,NULL,80.63
2907,CA-2017-121615,2017-11-03,2017-11-09,"Standard Class",DL-12925,OFF-PA-10000327,"United States",Central,55122,8.56,2,NULL,3.85
2908,CA-2017-121615,2017-11-03,2017-11-09,"Standard Class",DL-12925,OFF-ST-10001325,"United States",Central,55122,52.4,5,NULL,14.15
